Species-ID,Order,Species name,IUCN name,Tree name,HWI,species
10000,Tinamiformes,Tinamus tao,Tinamus tao,Tinamus_tao,14.19806859,Tinamus_tao
10001,Tinamiformes,Tinamus solitarius,Tinamus solitarius,Tinamus_solitarius,13.63738999,Tinamus_solitarius
10002,Tinamiformes,Tinamus osgoodi,Tinamus osgoodi,Tinamus_osgoodi,13.81304348,Tinamus_osgoodi
10003,Tinamiformes,Tinamus major,Tinamus major,Tinamus_major,20.49552617,Tinamus_major
10004,Tinamiformes,Tinamus guttatus,Tinamus guttatus,Tinamus_guttatus,26.40499811,Tinamus_guttatus
10005,Tinamiformes,Nothocercus bonapartei,Nothocercus bonapartei,Nothocercus_bonapartei,14.16336376,Nothocercus_bonapartei
10006,Tinamiformes,Nothocercus julius,Nothocercus julius,Nothocercus_julius,16.7234717,Nothocercus_julius
10007,Tinamiformes,Nothocercus nigrocapillus,Nothocercus nigrocapillus,Nothocercus_nigrocapillus,15.66157753,Nothocercus_nigrocapillus
10008,Tinamiformes,Crypturellus berlepschi,Crypturellus berlepschi,Crypturellus_berlepschi,23.31738138,Crypturellus_berlepschi
10009,Tinamiformes,Crypturellus cinereus,Crypturellus cinereus,Crypturellus_cinereus,15.68447261,Crypturellus_cinereus
10010,Tinamiformes,Crypturellus soui,Crypturellus soui,Crypturellus_soui,26.7569554,Crypturellus_soui
10011,Tinamiformes,Crypturellus ptaritepui,Crypturellus ptaritepui,Crypturellus_ptaritepui,7.360294118,Crypturellus_ptaritepui
10012,Tinamiformes,Crypturellus obsoletus,Crypturellus obsoletus,Crypturellus_obsoletus,22.46075908,Crypturellus_obsoletus
10013,Tinamiformes,Crypturellus undulatus,Crypturellus undulatus,Crypturellus_undulatus,18.78464497,Crypturellus_undulatus
10014,Tinamiformes,Crypturellus transfasciatus,Crypturellus transfasciatus,Crypturellus_transfasciatus,24.07312521,Crypturellus_transfasciatus
10015,Tinamiformes,Crypturellus strigulosus,Crypturellus strigulosus,Crypturellus_strigulosus,16.36227725,Crypturellus_strigulosus
10016,Tinamiformes,Crypturellus duidae,Crypturellus duidae,Crypturellus_duidae,27.92068287,Crypturellus_duidae
10017,Tinamiformes,Crypturellus erythropus,Crypturellus erythropus,Crypturellus_erythropus,30.14233958,Crypturellus_erythropus
10018,Tinamiformes,Crypturellus noctivagus,Crypturellus noctivagus,Crypturellus_noctivagus,24.05914378,Crypturellus_noctivagus
10019,Tinamiformes,Crypturellus atrocapillus,Crypturellus atrocapillus,Crypturellus_atrocapillus,22.77924544,Crypturellus_atrocapillus
10020,Tinamiformes,Crypturellus cinnamomeus,Crypturellus cinnamomeus,Crypturellus_cinnamomeus,22.51412861,Crypturellus_cinnamomeus
10021,Tinamiformes,Crypturellus boucardi,Crypturellus boucardi,Crypturellus_boucardi,25.16583352,Crypturellus_boucardi
10022,Tinamiformes,Crypturellus kerriae,Crypturellus kerriae,Crypturellus_kerriae,21.77298981,Crypturellus_kerriae
10023,Tinamiformes,Crypturellus variegatus,Crypturellus variegatus,Crypturellus_variegatus,32.55082023,Crypturellus_variegatus
10024,Tinamiformes,Crypturellus brevirostris,Crypturellus brevirostris,Crypturellus_brevirostris,18.85349121,Crypturellus_brevirostris
10025,Tinamiformes,Crypturellus bartletti,Crypturellus bartletti,Crypturellus_bartletti,26.96552277,Crypturellus_bartletti
10026,Tinamiformes,Crypturellus parvirostris,Crypturellus parvirostris,Crypturellus_parvirostris,24.69580816,Crypturellus_parvirostris
10027,Tinamiformes,Crypturellus casiquiare,Crypturellus casiquiare,Crypturellus_casiquiare,23.34369257,Crypturellus_casiquiare
10028,Tinamiformes,Crypturellus tataupa,Crypturellus tataupa,Crypturellus_tataupa,21.08513537,Crypturellus_tataupa
10029,Tinamiformes,Rhynchotus rufescens,Rhynchotus rufescens,Rhynchotus_rufescens,19.95512514,Rhynchotus_rufescens
10030,Tinamiformes,Rhynchotus maculicollis,Rhynchotus maculicollis,Rhynchotus_maculicollis,24.4408817,Rhynchotus_maculicollis
10031,Tinamiformes,Nothoprocta taczanowskii,Nothoprocta taczanowskii,Nothoprocta_taczanowskii,23.82719957,Nothoprocta_taczanowskii
10032,Tinamiformes,Nothoprocta ornata,Nothoprocta ornata,Nothoprocta_ornata,26.12276858,Nothoprocta_ornata
10033,Tinamiformes,Nothoprocta perdicaria,Nothoprocta perdicaria,Nothoprocta_perdicaria,26.86939481,Nothoprocta_perdicaria
10034,Tinamiformes,Nothoprocta cinerascens,Nothoprocta cinerascens,Nothoprocta_cinerascens,27.51142466,Nothoprocta_cinerascens
10035,Tinamiformes,Nothoprocta pentlandii,Nothoprocta pentlandii,Nothoprocta_pentlandii,22.63301117,Nothoprocta_pentlandii
10036,Tinamiformes,Nothoprocta curvirostris,Nothoprocta curvirostris,Nothoprocta_curvirostris,30.53920588,Nothoprocta_curvirostris
10037,Tinamiformes,Nothura boraquira,Nothura boraquira,Nothura_boraquira,27.18612401,Nothura_boraquira
10038,Tinamiformes,Nothura minor,Nothura minor,Nothura_minor,25.59463616,Nothura_minor
10039,Tinamiformes,Nothura darwinii,Nothura darwinii,Nothura_darwinii,34.43469846,Nothura_darwinii
10040,Tinamiformes,Nothura maculosa,Nothura maculosa,Nothura_maculosa,27.33551998,Nothura_maculosa
10041,Tinamiformes,Nothura chacoensis,Nothura chacoensis,Nothura_chacoensis,22.06236231,Nothura_chacoensis
10042,Tinamiformes,Taoniscus nanus,Taoniscus nanus,Taoniscus_nanus,21.3910473,Taoniscus_nanus
10043,Tinamiformes,Eudromia elegans,Eudromia elegans,Eudromia_elegans,34.34742757,Eudromia_elegans
10044,Tinamiformes,Eudromia formosa,Eudromia formosa,Eudromia_formosa,21.72562199,Eudromia_formosa
10045,Tinamiformes,Tinamotis pentlandii,Tinamotis pentlandii,Tinamotis_pentlandii,33.07942717,Tinamotis_pentlandii
10046,Tinamiformes,Tinamotis ingoufi,Tinamotis ingoufi,Tinamotis_ingoufi,35.98062748,Tinamotis_ingoufi
10047,Struthioniformes,Struthio camelus,Struthio camelus,Struthio_camelus,0.017409675,Struthio_camelus
10048,Struthioniformes,Struthio molybdophanes,Struthio molybdophanes,NA,0.019858404,NA
10049,Rheiformes,Rhea americana,Rhea americana,Rhea_americana,0.016588323,Rhea_americana
10050,Rheiformes,Rhea pennata,Rhea pennata,Rhea_pennata,0.016167494,Rhea_pennata
10051,Casuariiformes,Casuarius casuarius,Casuarius casuarius,Casuarius_casuarius,0.033337907,Casuarius_casuarius
10052,Casuariiformes,Casuarius bennetti,Casuarius bennetti,Casuarius_bennetti,0.047738228,Casuarius_bennetti
10053,Casuariiformes,Casuarius unappendiculatus,Casuarius unappendiculatus,Casuarius_unappendiculatus,0.038016176,Casuarius_unappendiculatus
10054,Casuariiformes,Dromaius novaehollandiae,Dromaius novaehollandiae,Dromaius_novaehollandiae,0.081413713,Dromaius_novaehollandiae
10055,Apterygiformes,Apteryx australis,Apteryx australis,Apteryx_australis,0.1,Apteryx_australis
10056,Apterygiformes,Apteryx mantelli,Apteryx mantelli,Apteryx_mantelli,0.1,Apteryx_mantelli
10057,Apterygiformes,Apteryx rowi,Apteryx rowi,NA,0.1,NA
10058,Apterygiformes,Apteryx owenii,Apteryx owenii,Apteryx_owenii,0.1,Apteryx_owenii
10059,Apterygiformes,Apteryx haastii,Apteryx haastii,Apteryx_haastii,0.1,Apteryx_haastii
10060,Galliformes,Alectura lathami,Alectura lathami,Alectura_lathami,21.46232524,Alectura_lathami
10061,Galliformes,Aepypodius arfakianus,Aepypodius arfakianus,Aepypodius_arfakianus,16.90595315,Aepypodius_arfakianus
10062,Galliformes,Aepypodius bruijnii,Aepypodius bruijnii,Aepypodius_bruijnii,8.908450704,Aepypodius_bruijnii
10063,Galliformes,Talegalla cuvieri,Talegalla cuvieri,Talegalla_cuvieri,27.08029013,Talegalla_cuvieri
10064,Galliformes,Talegalla fuscirostris,Talegalla fuscirostris,Talegalla_fuscirostris,25.18367679,Talegalla_fuscirostris
10065,Galliformes,Talegalla jobiensis,Talegalla jobiensis,Talegalla_jobiensis,24.77024594,Talegalla_jobiensis
10066,Galliformes,Leipoa ocellata,Leipoa ocellata,Leipoa_ocellata,30.94309038,Leipoa_ocellata
10067,Galliformes,Macrocephalon maleo,Macrocephalon maleo,Macrocephalon_maleo,22.05617508,Macrocephalon_maleo
10068,Galliformes,Eulipoa wallacei,Eulipoa wallacei,Eulipoa_wallacei,33.52739634,Eulipoa_wallacei
10069,Galliformes,Megapodius pritchardii,Megapodius pritchardii,Megapodius_pritchardii,18.81364412,Megapodius_pritchardii
10070,Galliformes,Megapodius laperouse,Megapodius laperouse,Megapodius_laperouse,31.96790192,Megapodius_laperouse
10071,Galliformes,Megapodius nicobariensis,Megapodius nicobariensis,Megapodius_nicobariensis,20.12304361,Megapodius_nicobariensis
10072,Galliformes,Megapodius cumingii,Megapodius cumingii,Megapodius_cumingii,26.13674046,Megapodius_cumingii
10073,Galliformes,Megapodius bernsteinii,Megapodius bernsteinii,Megapodius_bernsteinii,26,Megapodius_bernsteinii
10074,Galliformes,Megapodius tenimberensis,Megapodius tenimberensis,Megapodius_tenimberensis,21.54150198,Megapodius_tenimberensis
10075,Galliformes,Megapodius freycinet,Megapodius freycinet,Megapodius_freycinet,24.66283654,Megapodius_freycinet
10076,Galliformes,Megapodius forstenii,ÊNA,NA,25.53585767,NA
10077,Galliformes,Megapodius geelvinkianus,Megapodius geelvinkianus,Megapodius_geelvinkianus,18.55604554,Megapodius_geelvinkianus
10078,Galliformes,Megapodius eremita,Megapodius eremita,Megapodius_eremita,27.96968446,Megapodius_eremita
10079,Galliformes,Megapodius layardi,Megapodius layardi,Megapodius_layardi,25.27901602,Megapodius_layardi
10080,Galliformes,Megapodius decollatus,Megapodius decollatus,Megapodius_affinis,14.52866744,Megapodius_affinis
10081,Galliformes,Megapodius reinwardt,Megapodius reinwardt,Megapodius_reinwardt,22.84065888,Megapodius_reinwardt
10082,Galliformes,Ortalis vetula,Ortalis vetula,Ortalis_vetula,11.43402018,Ortalis_vetula
10083,Galliformes,Ortalis cinereiceps,Ortalis cinereiceps,Ortalis_cinereiceps,13.33004674,Ortalis_cinereiceps
10084,Galliformes,Ortalis garrula,Ortalis garrula,Ortalis_garrula,11.94353575,Ortalis_garrula
10085,Galliformes,Ortalis ruficauda,Ortalis ruficauda,Ortalis_ruficauda,9.873723288,Ortalis_ruficauda
10086,Galliformes,Ortalis erythroptera,Ortalis erythroptera,Ortalis_erythroptera,12.25219658,Ortalis_erythroptera
10087,Galliformes,Ortalis wagleri,Ortalis wagleri,Ortalis_wagleri,17.85197681,Ortalis_wagleri
10088,Galliformes,Ortalis poliocephala,Ortalis poliocephala,Ortalis_poliocephala,9.835392347,Ortalis_poliocephala
10089,Galliformes,Ortalis canicollis,Ortalis canicollis,Ortalis_canicollis,13.14876499,Ortalis_canicollis
10090,Galliformes,Ortalis leucogastra,Ortalis leucogastra,Ortalis_leucogastra,17.19149178,Ortalis_leucogastra
10091,Galliformes,Ortalis guttata,Ortalis guttata,Ortalis_guttata,15.00279256,Ortalis_guttata
10092,Galliformes,Ortalis araucuan,Ortalis araucuan,NA,11.64757957,NA
10093,Galliformes,Ortalis squamata,Ortalis squamata,NA,10.01645347,NA
10094,Galliformes,Ortalis columbiana,Ortalis columbiana,NA,11.93080782,NA
10095,Galliformes,Ortalis motmot,Ortalis motmot,Ortalis_motmot,14.84231273,Ortalis_motmot
10096,Galliformes,Ortalis ruficeps,ÊNA,NA,16.01638912,NA
10097,Galliformes,Ortalis superciliaris,Ortalis superciliaris,Ortalis_superciliaris,12.28942928,Ortalis_superciliaris
10098,Galliformes,Penelope argyrotis,Penelope argyrotis,Penelope_argyrotis,12.65632801,Penelope_argyrotis
10099,Galliformes,Penelope barbata,Penelope barbata,Penelope_barbata,12.23723181,Penelope_barbata
10100,Galliformes,Penelope ortoni,Penelope ortoni,Penelope_ortoni,12.19379252,Penelope_ortoni
10101,Galliformes,Penelope montagnii,Penelope montagnii,Penelope_montagnii,10.20607674,Penelope_montagnii
10102,Galliformes,Penelope marail,Penelope marail,Penelope_marail,10.66501014,Penelope_marail
10103,Galliformes,Penelope superciliaris,Penelope superciliaris,Penelope_superciliaris,13.36030331,Penelope_superciliaris
10104,Galliformes,Penelope dabbenei,Penelope dabbenei,Penelope_dabbenei,12.26300796,Penelope_dabbenei
10105,Galliformes,Penelope purpurascens,Penelope purpurascens,Penelope_purpurascens,12.02755229,Penelope_purpurascens
10106,Galliformes,Penelope perspicax,Penelope perspicax,Penelope_perspicax,12.21590909,Penelope_perspicax
10107,Galliformes,Penelope albipennis,Penelope albipennis,Penelope_albipennis,16.44685018,Penelope_albipennis
10108,Galliformes,Penelope jacquacu,Penelope jacquacu,Penelope_jacquacu,9.835742428,Penelope_jacquacu
10109,Galliformes,Penelope obscura,Penelope obscura,Penelope_obscura,4.863629775,Penelope_obscura
10110,Galliformes,Penelope pileata,Penelope pileata,Penelope_pileata,9.643403016,Penelope_pileata
10111,Galliformes,Penelope ochrogaster,Penelope ochrogaster,Penelope_ochrogaster,10.03791669,Penelope_ochrogaster
10112,Galliformes,Penelope jacucaca,Penelope jacucaca,Penelope_jacucaca,16.26389397,Penelope_jacucaca
10113,Galliformes,Pipile pipile,Pipile pipile,Pipile_pipile,18.67389071,Pipile_pipile
10114,Galliformes,Pipile cumanensis,Pipile cumanensis,Pipile_cumanensis,19.30183402,Pipile_cumanensis
10115,Galliformes,Pipile cujubi,Pipile cujubi,Pipile_cujubi,15.57129087,Pipile_cujubi
10116,Galliformes,Pipile jacutinga,Pipile jacutinga,Pipile_jacutinga,19.57223822,Pipile_jacutinga
10117,Galliformes,Aburria aburri,Aburria aburri,Aburria_aburri,14.97944068,Aburria_aburri
10118,Galliformes,Chamaepetes unicolor,Chamaepetes unicolor,Chamaepetes_unicolor,14.96027047,Chamaepetes_unicolor
10119,Galliformes,Chamaepetes goudotii,Chamaepetes goudotii,Chamaepetes_goudotii,9.270292631,Chamaepetes_goudotii
10120,Galliformes,Penelopina nigra,Penelopina nigra,Penelopina_nigra,5.744873772,Penelopina_nigra
10121,Galliformes,Oreophasis derbianus,Oreophasis derbianus,Oreophasis_derbianus,9.00939688,Oreophasis_derbianus
10122,Galliformes,Nothocrax urumutum,Nothocrax urumutum,Nothocrax_urumutum,14.50698936,Nothocrax_urumutum
10123,Galliformes,Mitu tomentosum,Mitu tomentosum,Mitu_tomentosum,8.523539582,Mitu_tomentosum
10124,Galliformes,Mitu salvini,Mitu salvini,Mitu_salvini,8.296451389,Mitu_salvini
10125,Galliformes,Mitu tuberosum,Mitu tuberosum,Mitu_tuberosum,10.19148292,Mitu_tuberosum
10126,Galliformes,Mitu mitu,Mitu mitu,Mitu_mitu,6.850840685,Mitu_mitu
10127,Galliformes,Pauxi pauxi,Pauxi pauxi,Pauxi_pauxi,7.709751851,Pauxi_pauxi
10128,Galliformes,Pauxi unicornis,Pauxi unicornis,Pauxi_unicornis,7.9408867,Pauxi_unicornis
10129,Galliformes,Crax rubra,Crax rubra,Crax_rubra,9.333437375,Crax_rubra
10130,Galliformes,Crax alberti,Crax alberti,Crax_alberti,10.7371522,Crax_alberti
10131,Galliformes,Crax daubentoni,Crax daubentoni,Crax_daubentoni,6.376181962,Crax_daubentoni
10132,Galliformes,Crax alector,Crax alector,Crax_alector,5.265603499,Crax_alector
10133,Galliformes,Crax globulosa,Crax globulosa,Crax_globulosa,10.73205753,Crax_globulosa
10134,Galliformes,Crax fasciolata,Crax fasciolata,Crax_fasciolata,8.92362083,Crax_fasciolata
10135,Galliformes,Crax blumenbachii,Crax blumenbachii,Crax_blumenbachii,9.725234098,Crax_blumenbachii
10136,Galliformes,Agelastes meleagrides,Agelastes meleagrides,Agelastes_meleagrides,20.69923827,Agelastes_meleagrides
10137,Galliformes,Agelastes niger,Agelastes niger,Agelastes_niger,17.97641717,Agelastes_niger
10138,Galliformes,Numida meleagris,Numida meleagris,Numida_meleagris,21.1122201,Numida_meleagris
10139,Galliformes,Guttera plumifera,Guttera plumifera,Guttera_plumifera,16.55902854,Guttera_plumifera
10140,Galliformes,Guttera pucherani,Guttera pucherani,Guttera_pucherani,53.88878281,Guttera_pucherani
10141,Galliformes,Acryllium vulturinum,Acryllium vulturinum,Acryllium_vulturinum,18.56743204,Acryllium_vulturinum
10142,Galliformes,Dendrortyx barbatus,Dendrortyx barbatus,Dendrortyx_barbatus,17.02597963,Dendrortyx_barbatus
10143,Galliformes,Dendrortyx macroura,Dendrortyx macroura,Dendrortyx_macroura,12.52867546,Dendrortyx_macroura
10144,Galliformes,Dendrortyx leucophrys,Dendrortyx leucophrys,Dendrortyx_leucophrys,21.28474189,Dendrortyx_leucophrys
10145,Galliformes,Oreortyx pictus,Oreortyx pictus,Oreortyx_pictus,31.61412309,Oreortyx_pictus
10146,Galliformes,Callipepla squamata,Callipepla squamata,Callipepla_squamata,24.23587391,Callipepla_squamata
10147,Galliformes,Callipepla douglasii,Callipepla douglasii,Callipepla_douglasii,23.01413057,Callipepla_douglasii
10148,Galliformes,Callipepla californica,Callipepla californica,Callipepla_californica,26.23426737,Callipepla_californica
10149,Galliformes,Callipepla gambelii,Callipepla gambelii,Callipepla_gambelii,28.33686933,Callipepla_gambelii
10150,Galliformes,Philortyx fasciatus,Philortyx fasciatus,Philortyx_fasciatus,23.01613559,Philortyx_fasciatus
10151,Galliformes,Colinus virginianus,Colinus virginianus,Colinus_virginianus,27.66923741,Colinus_virginianus
10152,Galliformes,Colinus nigrogularis,Colinus nigrogularis,Colinus_nigrogularis,24.68641397,Colinus_nigrogularis
10153,Galliformes,Colinus leucopogon,Colinus leucopogon,Colinus_leucopogon,23.87352234,Colinus_leucopogon
10154,Galliformes,Colinus cristatus,Colinus cristatus,Colinus_cristatus,25.04126635,Colinus_cristatus
10155,Galliformes,Odontophorus gujanensis,Odontophorus gujanensis,Odontophorus_gujanensis,13.30067667,Odontophorus_gujanensis
10156,Galliformes,Odontophorus capueira,Odontophorus capueira,Odontophorus_capueira,10.45892372,Odontophorus_capueira
10157,Galliformes,Odontophorus melanotis,Odontophorus melanotis,Odontophorus_melanotis,24.06810451,Odontophorus_melanotis
10158,Galliformes,Odontophorus erythrops,Odontophorus erythrops,Odontophorus_erythrops,27.05553892,Odontophorus_erythrops
10159,Galliformes,Odontophorus atrifrons,Odontophorus atrifrons,Odontophorus_atrifrons,9.928627948,Odontophorus_atrifrons
10160,Galliformes,Odontophorus hyperythrus,Odontophorus hyperythrus,Odontophorus_hyperythrus,17.30942627,Odontophorus_hyperythrus
10161,Galliformes,Odontophorus melanonotus,Odontophorus melanonotus,Odontophorus_melanonotus,14.25464573,Odontophorus_melanonotus
10162,Galliformes,Odontophorus speciosus,Odontophorus speciosus,Odontophorus_speciosus,20.15681347,Odontophorus_speciosus
10163,Galliformes,Odontophorus dialeucos,Odontophorus dialeucos,Odontophorus_dialeucos,11.34920635,Odontophorus_dialeucos
10164,Galliformes,Odontophorus strophium,Odontophorus strophium,Odontophorus_strophium,16.2102933,Odontophorus_strophium
10165,Galliformes,Odontophorus columbianus,Odontophorus columbianus,Odontophorus_columbianus,13.46191282,Odontophorus_columbianus
10166,Galliformes,Odontophorus leucolaemus,Odontophorus leucolaemus,Odontophorus_leucolaemus,18.71175147,Odontophorus_leucolaemus
10167,Galliformes,Odontophorus balliviani,Odontophorus balliviani,Odontophorus_balliviani,16.90161569,Odontophorus_balliviani
10168,Galliformes,Odontophorus stellatus,Odontophorus stellatus,Odontophorus_stellatus,18.78149002,Odontophorus_stellatus
10169,Galliformes,Odontophorus guttatus,Odontophorus guttatus,Odontophorus_guttatus,23.93615307,Odontophorus_guttatus
10170,Galliformes,Dactylortyx thoracicus,Dactylortyx thoracicus,Dactylortyx_thoracicus,29.86288493,Dactylortyx_thoracicus
10171,Galliformes,Cyrtonyx montezumae,Cyrtonyx montezumae,Cyrtonyx_montezumae,25.46000502,Cyrtonyx_montezumae
10172,Galliformes,Cyrtonyx ocellatus,Cyrtonyx ocellatus,Cyrtonyx_ocellatus,28.93518396,Cyrtonyx_ocellatus
10173,Galliformes,Rhynchortyx cinctus,Rhynchortyx cinctus,Rhynchortyx_cinctus,36.26849526,Rhynchortyx_cinctus
10174,Galliformes,Meleagris gallopavo,Meleagris gallopavo,Meleagris_gallopavo,25.98130925,Meleagris_gallopavo
10175,Galliformes,Meleagris ocellata,Meleagris ocellata,Meleagris_ocellata,26.57081413,Meleagris_ocellata
10176,Galliformes,Bonasa umbellus,Bonasa umbellus,Bonasa_umbellus,38.30210753,Bonasa_umbellus
10177,Galliformes,Tetrastes bonasia,Bonasa bonasia,Bonasa_bonasia,33.31557,Bonasa_bonasia
10178,Galliformes,Tetrastes sewerzowi,Bonasa sewerzowi,Bonasa_sewerzowi,34.19675338,Bonasa_sewerzowi
10179,Galliformes,Falcipennis falcipennis,Falcipennis falcipennis,Dendragapus_falcipennis,29.7939625,Dendragapus_falcipennis
10180,Galliformes,Falcipennis canadensis,Falcipennis canadensis,Dendragapus_canadensis,34.84891707,Dendragapus_canadensis
10181,Galliformes,Tetrao urogallus,Tetrao urogallus,Tetrao_urogallus,34.59716661,Tetrao_urogallus
10182,Galliformes,Tetrao parvirostris,Tetrao urogalloides,Tetrao_parvirostris,37.8987313,Tetrao_parvirostris
10183,Galliformes,Lyrurus tetrix,Lyrurus tetrix,Tetrao_tetrix,36.72688937,Tetrao_tetrix
10184,Galliformes,Lyrurus mlokosiewiczi,Lyrurus mlokosiewiczi,Tetrao_mlokosiewiczi,28.18221235,Tetrao_mlokosiewiczi
10185,Galliformes,Centrocercus urophasianus,Centrocercus urophasianus,Centrocercus_urophasianus,38.69109716,Centrocercus_urophasianus
10186,Galliformes,Centrocercus minimus,Centrocercus minimus,Centrocercus_minimus,38.56140351,Centrocercus_minimus
10187,Galliformes,Dendragapus obscurus,Dendragapus obscurus,Dendragapus_obscurus,39.4410669,Dendragapus_obscurus
10188,Galliformes,Dendragapus fuliginosus,Dendragapus fuliginosus,Dendragapus_fuliginosus,39.85717226,Dendragapus_fuliginosus
10189,Galliformes,Tympanuchus phasianellus,Tympanuchus phasianellus,Tympanuchus_phasianellus,39.61627015,Tympanuchus_phasianellus
10190,Galliformes,Tympanuchus pallidicinctus,Tympanuchus pallidicinctus,Tympanuchus_pallidicinctus,39.02439024,Tympanuchus_pallidicinctus
10191,Galliformes,Tympanuchus cupido,Tympanuchus cupido,Tympanuchus_cupido,42.68803845,Tympanuchus_cupido
10192,Galliformes,Lagopus leucura,Lagopus leucura,Lagopus_leucura,40.42034183,Lagopus_leucura
10193,Galliformes,Lagopus muta,Lagopus muta,Lagopus_muta,46.14753282,Lagopus_muta
10194,Galliformes,Lagopus lagopus,Lagopus lagopus,Lagopus_lagopus,39.00870335,Lagopus_lagopus
10195,Galliformes,Lerwa lerwa,Lerwa lerwa,Lerwa_lerwa,36.5918147,Lerwa_lerwa
10196,Galliformes,Tetraophasis obscurus,Tetraophasis obscurus,Tetraophasis_obscurus,38.03358159,Tetraophasis_obscurus
10197,Galliformes,Tetraophasis szechenyii,Tetraophasis szechenyii,Tetraophasis_szechenyii,23.24593065,Tetraophasis_szechenyii
10198,Galliformes,Tetraogallus caucasicus,Tetraogallus caucasicus,Tetraogallus_caucasicus,40.50743557,Tetraogallus_caucasicus
10199,Galliformes,Tetraogallus caspius,Tetraogallus caspius,Tetraogallus_caspius,39.66759995,Tetraogallus_caspius
10200,Galliformes,Tetraogallus himalayensis,Tetraogallus himalayensis,Tetraogallus_himalayensis,39.4474171,Tetraogallus_himalayensis
10201,Galliformes,Tetraogallus tibetanus,Tetraogallus tibetanus,Tetraogallus_tibetanus,43.23933446,Tetraogallus_tibetanus
10202,Galliformes,Tetraogallus altaicus,Tetraogallus altaicus,Tetraogallus_altaicus,41.70771117,Tetraogallus_altaicus
10203,Galliformes,Alectoris graeca,Alectoris graeca,Alectoris_graeca,36.87938408,Alectoris_graeca
10204,Galliformes,Alectoris chukar,Alectoris chukar,Alectoris_chukar,28.94734505,Alectoris_chukar
10205,Galliformes,Alectoris magna,Alectoris magna,Alectoris_magna,26.82851998,Alectoris_magna
10206,Galliformes,Alectoris philbyi,Alectoris philbyi,Alectoris_philbyi,27.39116215,Alectoris_philbyi
10207,Galliformes,Alectoris barbara,Alectoris barbara,Alectoris_barbara,28.51964073,Alectoris_barbara
10208,Galliformes,Alectoris rufa,Alectoris rufa,Alectoris_rufa,24.71804287,Alectoris_rufa
10209,Galliformes,Alectoris melanocephala,Alectoris melanocephala,Alectoris_melanocephala,25.07338958,Alectoris_melanocephala
10210,Galliformes,Ammoperdix griseogularis,Ammoperdix griseogularis,Ammoperdix_griseogularis,33.94093099,Ammoperdix_griseogularis
10211,Galliformes,Ammoperdix heyi,Ammoperdix heyi,Ammoperdix_heyi,32.17303536,Ammoperdix_heyi
10212,Galliformes,Ptilopachus petrosus,Ptilopachus petrosus,Ptilopachus_petrosus,21.27159197,Ptilopachus_petrosus
10213,Galliformes,Ptilopachus nahani,Ptilopachus nahani,Francolinus_nahani,22.6119403,Francolinus_nahani
10214,Galliformes,Francolinus francolinus,Francolinus francolinus,Francolinus_francolinus,24.76331799,Francolinus_francolinus
10215,Galliformes,Francolinus pictus,Francolinus pictus,Francolinus_pictus,25.58853262,Francolinus_pictus
10216,Galliformes,Francolinus pintadeanus,Francolinus pintadeanus,Francolinus_pintadeanus,24.94680667,Francolinus_pintadeanus
10217,Galliformes,Francolinus pondicerianus,Francolinus pondicerianus,Francolinus_pondicerianus,25.94474567,Francolinus_pondicerianus
10218,Galliformes,Francolinus gularis,Francolinus gularis,Francolinus_gularis,20.54253835,Francolinus_gularis
10219,Galliformes,Peliperdix lathami,Peliperdix lathami,Francolinus_lathami,26.49350085,Francolinus_lathami
10220,Galliformes,Peliperdix coqui,Peliperdix coqui,Francolinus_coqui,26.26968196,Francolinus_coqui
10221,Galliformes,Peliperdix albogularis,Peliperdix albogularis,Francolinus_albogularis,26.72272979,Francolinus_albogularis
10222,Galliformes,Peliperdix schlegelii,Peliperdix schlegelii,Francolinus_schlegelii,22.7718587,Francolinus_schlegelii
10223,Galliformes,Scleroptila streptophora,Scleroptila streptophora,Francolinus_streptophorus,27.15648474,Francolinus_streptophorus
10224,Galliformes,Scleroptila africana,Scleroptila afra,Francolinus_africanus,31.45708234,Francolinus_africanus
10225,Galliformes,Scleroptila levaillantii,Scleroptila levaillantii,Francolinus_levaillantii,26.77179847,Francolinus_levaillantii
10226,Galliformes,Scleroptila finschi,Scleroptila finschi,Francolinus_finschi,27.70833333,Francolinus_finschi
10227,Galliformes,Scleroptila shelleyi,Scleroptila shelleyi,Francolinus_shelleyi,29.45619352,Francolinus_shelleyi
10228,Galliformes,Scleroptila psilolaema,Scleroptila psilolaema,Francolinus_psilolaemus,27.53629111,Francolinus_psilolaemus
10229,Galliformes,Scleroptila levaillantoides,Scleroptila gutturalis,Francolinus_levaillantoides,36.22864695,Francolinus_levaillantoides
10230,Galliformes,Dendroperdix sephaena,Dendroperdix sephaena,Francolinus_sephaena,24.59661791,Francolinus_sephaena
10231,Galliformes,Pternistis squamatus,Pternistis squamatus,Francolinus_squamatus,14.5224816,Francolinus_squamatus
10232,Galliformes,Pternistis ahantensis,Pternistis ahantensis,Francolinus_ahantensis,17.13278785,Francolinus_ahantensis
10233,Galliformes,Pternistis griseostriatus,Pternistis griseostriatus,Francolinus_griseostriatus,16.40195476,Francolinus_griseostriatus
10234,Galliformes,Pternistis hildebrandti,Pternistis hildebrandti,Francolinus_hildebrandti,17.27731411,Francolinus_hildebrandti
10235,Galliformes,Pternistis bicalcaratus,Pternistis bicalcaratus,Francolinus_bicalcaratus,24.31441051,Francolinus_bicalcaratus
